candidate_id,candidate_name,contributor_name,committee_id,total_amount,num_contributions
S0AR00150,"BOOZMAN, SEN. JOHN",OPTIVER AMERICAS LLC PAC (OPTIVER PAC),C00476317,10500.0,9
S0AR00150,"BOOZMAN, SEN. JOHN",PERSONAL CARE PRODUCTS COUNCIL POLITICAL ACTION COMMITTEE,C00476317,4500.0,3
S0AR00150,"BOOZMAN, SEN. JOHN",PRIME POLICY GROUP LLC/BURSON POLITICAL ACTION COMMITTEE,C00476317,4500.0,3
S0AR00150,"BOOZMAN, SEN. JOHN",PUBLIX SUPER MARKETS INC. ASSOCIATES POLITICAL ACTION COMMI,C00476317,7500.0,3
S0AR00150,"BOOZMAN, SEN. JOHN",S. C. JOHNSON & SON INC POLITICAL ACTION COMMITTEE,C00476317,9000.0,3
S0AR00150,"BOOZMAN, SEN. JOHN",SALTCHUK RESOURCES INC. PAC,C00476317,7500.0,3
S0AR00150,"BOOZMAN, SEN. JOHN",SEABOARD CORPORATION POLITICAL ACTION COMMITTEE,C00476317,15000.0,3
S0AR00150,"BOOZMAN, SEN. JOHN",SOUTHERN MINNESOTA BEET SUGAR COOPERATIVE PAC,C00476317,6000.0,3
S0AR00150,"BOOZMAN, SEN. JOHN",TEXAS INTERNATIONAL PRODUCE ASSN TEX PAC,C00476317,3000.0,3
S0AR00150,"BOOZMAN, SEN. JOHN",THE CAPITAL GROUP COMPANIES INC PAC,C00476317,15000.0,3
S0AR00150,"BOOZMAN, SEN. JOHN",TOYOTA MOTOR NORTH AMERICA INC PAC AKA TOYOTA/LEXUS PAC,C00476317,3000.0,3
S0AR00150,"BOOZMAN, SEN. JOHN",U. S. BANCORP FEDERAL PAC,C00476317,3000.0,3
S0AR00150,"BOOZMAN, SEN. JOHN",UNITED AIRLINES INC. POLITICAL ACTION COMMITTEE (UAPAC),C00476317,3000.0,3
S0AR00150,"BOOZMAN, SEN. JOHN",WELLS FARGO,C00476317,36.18,18
S0AR00150,"BOOZMAN, SEN. JOHN",WESTERN PEANUT GROWERS PAC,C00476317,7500.0,3
S0AR00150,"BOOZMAN, SEN. JOHN",WINRED,C00476317,93405.48,60
S0AZ00350,"KELLY, MARK",ACTBLUE,C00696526,7098.84,120
S0AZ00350,"KELLY, MARK",MARK KELLY VICTORY FUND,C00696526,47744.94,2
S0AZ00350,"KELLY, MARK",MARK KELLY VICTORY FUND - UNITEMIZED,C00696526,9144.5,2
S0AZ00376,"MCCARTHY, DANIEL","MCCARTHY, DANIEL",C00717991,700.0,1
S0CO00211,"BENNET, MICHAEL F.",ACTBLUE,C00458398,545243.5,1767
S0CO00211,"BENNET, MICHAEL F.",AMERICAN SPORTFISHING ASSOCIATION (ASA),C00458398,31000.0,31
S0CO00211,"BENNET, MICHAEL F.",BENNET FOR GOVERNOR INC.,C00458398,785558.2899999999,93
S0CO00211,"BENNET, MICHAEL F.",THE COLORADO WAY,C00458398,775000.0,31
S0CO00575,"HICKENLOOPER, JOHN W.",ACTBLUE,C00716720,601425.0,2574
S0CO00575,"HICKENLOOPER, JOHN W.",AMALGAMATED BANK,C00716720,453002.22,99
S0CO00575,"HICKENLOOPER, JOHN W.",AMERICAN OPTOMETRIC ASSOCIATION PAC,C00716720,247500.0,99
S0CO00575,"HICKENLOOPER, JOHN W.","AMERICAN PUBLIC POWER ASSOCIATION, PUBLIC OWNERSHIP OF ELECTRIC RESOURCES PAC",C00716720,148500.0,99
S0CO00575,"HICKENLOOPER, JOHN W.",BLUE WAVE PROJECT,C00716720,247500.0,99
S0CO00575,"HICKENLOOPER, JOHN W.",DEFEND THE DREAM,C00716720,247500.0,99
S0CO00575,"HICKENLOOPER, JOHN W.",EDPAC,C00716720,198000.0,198
S0CO00575,"HICKENLOOPER, JOHN W.",GIDDY UP PAC,C00716720,990000.0,198
S0CO00575,"HICKENLOOPER, JOHN W.",HICKENLOOPER VICTORY FUND,C00716720,11880000.0,198
S0CO00575,"HICKENLOOPER, JOHN W.",HICKENLOOPER VICTORY FUND - UNITEMIZED,C00716720,108900.0,99
S0CO00575,"HICKENLOOPER, JOHN W.",HOLLAND & KNIGHT COMMITTEE FOR EFFECTIVE GOVERNMENT,C00716720,495000.0,99
S0CO00575,"HICKENLOOPER, JOHN W.",MITTEN PAC,C00716720,495000.0,99
S0CO00575,"HICKENLOOPER, JOHN W.",NATIONAL ASPHALT PAVEMENT ASSOCIATION POLITICAL ACTION COMMITTEE (NAPA-PAC),C00716720,99000.0,99
S0CO00575,"HICKENLOOPER, JOHN W.","NATIONAL STONE, SAND & GRAVEL ASSOCIATION ROCKPAC",C00716720,99000.0,99
S0CO00575,"HICKENLOOPER, JOHN W.",PEACHES AND PEAKS VICTORY FUND,C00716720,6237000.0,99
S0CO00575,"HICKENLOOPER, JOHN W.",PEACHES AND PEAKS VICTORY FUND - UNITEMIZED,C00716720,232650.0,99
S0CO00575,"HICKENLOOPER, JOHN W.",REV UP PAC,C00716720,495000.0,198
S0CO00575,"HICKENLOOPER, JOHN W.","STRADLEY RONON STEVENS & YOUNG, LLP",C00716720,99000.0,99
S0CO00575,"HICKENLOOPER, JOHN W.",THE PEOPLES VOICES PAC,C00716720,495000.0,99
S0CT00177,"BLUMENTHAL, RICHARD",ACTBLUE,C00492991,19858.5,459
S0CT00177,"BLUMENTHAL, RICHARD",CITIZENS BANK,C00492991,64910.61,18
S0CT00177,"BLUMENTHAL, RICHARD",CTIA - THE WIRELESS ASSOCIATION POLITICAL ACTION COMMITTEE,C00492991,9000.0,9
S0DE00092,"COONS, CHRISTOPHER A.",ACTBLUE,C00475392,464950.0,925
S0DE00092,"COONS, CHRISTOPHER A.",ALSOPAC,C00475392,62500.0,25
S0DE00092,"COONS, CHRISTOPHER A.",AMALGAMATED BANK,C00475392,139269.5,25
S0DE00092,"COONS, CHRISTOPHER A.",AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE POLITICAL ACTION COMMITTEE,C00475392,12500.0,25
S0DE00092,"COONS, CHRISTOPHER A.",ASSOCIATED GENERAL CONTRACTORS OF AMERICA POLITICAL ACTION COMITTEE,C00475392,62500.0,25
S0DE00092,"COONS, CHRISTOPHER A.",BLUE SENATE 2026,C00475392,700077.5,25
S0DE00092,"COONS, CHRISTOPHER A.",BLUE WAVE PROJECT,C00475392,62500.0,25
S0DE00092,"COONS, CHRISTOPHER A.",COONS LEADERSHIP FUND,C00475392,875000.0,50
S0DE00092,"COONS, CHRISTOPHER A.",CTIA - THE WIRELESS ASSOCIATION POLITICAL ACTION COMMITTEE,C00475392,50000.0,50
S0DE00092,"COONS, CHRISTOPHER A.",EMPLOYEES OF RTX CORPORATION POLITICAL ACTION COMMITTEE,C00475392,25000.0,25
S0DE00092,"COONS, CHRISTOPHER A.",FIRST STATE VICTORY FUND 2026,C00475392,2487500.0,50
S0DE00092,"COONS, CHRISTOPHER A.",FIRST STATE VICTORY FUND 2026 - UNITEMIZED,C00475392,1250.0,25
S0DE00092,"COONS, CHRISTOPHER A.",FOX CORPORATION POLITICAL ACTION COMMITTEE (FOX PAC),C00475392,25000.0,25
S0DE00092,"COONS, CHRISTOPHER A.",LIFTOFF PAC,C00475392,62500.0,25
S0DE00092,"COONS, CHRISTOPHER A.",LOBO PAC,C00475392,125000.0,25
S0DE00092,"COONS, CHRISTOPHER A.",MOTOR CITY PAC,C00475392,125000.0,25
S0DE00092,"COONS, CHRISTOPHER A.",OCEANS PAC,C00475392,125000.0,25
S0DE00092,"COONS, CHRISTOPHER A.",THE PEOPLE'S VOICES PAC,C00475392,125000.0,25
S0DE00092,"COONS, CHRISTOPHER A.",THE WALT DISNEY PRODUCTIONS EMPLOYEES PAC,C00475392,50000.0,50
S0DE00092,"COONS, CHRISTOPHER A.","VERIZON COMMUNICATIONS, INC. POLITICAL ACTION COMMITTEE (VERIZON PAC)",C00475392,62500.0,25
S0GA00559,"WARNOCK, RAPHAEL",ACTBLUE,C00736876,457327.5,26970
S0GA00559,"WARNOCK, RAPHAEL",KING & SPALDING NONPARTISAN COMMITTEE,C00736876,2325000.0,465
S0IL00550,"CHLEBEK, CASEY","CHLEBEK, CASIMER",C00903823,75000.0,2
S0KS00315,"MARSHALL, ROGER W",AMERICAN ACADEMY OF SLEEP MEDICINE POLITICAL ACTION COMMITTE,C00576173,47500.0,19
S0KS00315,"MARSHALL, ROGER W",AMERICAN HOTEL AND LODGING ASSOCIATION POLITICAL ACTION COMM,C00576173,47500.0,19
S0KS00315,"MARSHALL, ROGER W",AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE POLITICAL ACTION CO,C00576173,283100.0,19
S0KS00315,"MARSHALL, ROGER W",AMERICAN OPTOMETRIC ASSOCIATION POLITICAL ACTION COMMITTEE,C00576173,85500.0,38
S0KS00315,"MARSHALL, ROGER W",ANESTHESIA SERVICE MEDICAL GROUP ADVOCACY FUND,C00576173,47500.0,19
S0KS00315,"MARSHALL, ROGER W",ARCHER DANIELS MIDLAND COMPANY-ADM PAC,C00576173,76000.0,38
S0KS00315,"MARSHALL, ROGER W",BUILDING UP DEMOCRACY'S DREAM,C00576173,95000.0,19
S0KS00315,"MARSHALL, ROGER W",CARGILL INCORPORATED POLITICAL ACTION COMMITTEE,C00576173,38000.0,19
S0KS00315,"MARSHALL, ROGER W",CME GROUP INC. PAC,C00576173,47500.0,19
S0KS00315,"MARSHALL, ROGER W",CROWE PAC,C00576173,19000.0,19
S0KS00315,"MARSHALL, ROGER W",DELOITTE POLITICAL ACTION COMMITTEE,C00576173,47500.0,19
S0KS00315,"MARSHALL, ROGER W",ERNST & YOUNG POLITICAL ACTION COMMITTEE,C00576173,95000.0,19
S0KS00315,"MARSHALL, ROGER W",HEALTH & FITNESS ASSOCIATION PAC (FITPAC),C00576173,47500.0,19
S0KS00315,"MARSHALL, ROGER W",KEYSER ENTERPRISES 1 LP,C00576173,38000.0,19
S0KS00315,"MARSHALL, ROGER W",KPMG PARTNERS/PRINCIPALS AND EMPLOYEES PAC,C00576173,95000.0,19
S0KS00315,"MARSHALL, ROGER W",MARQUIS MASTER SC INC. PAC,C00576173,57000.0,19
S0KS00315,"MARSHALL, ROGER W",NATIONAL EMERGENCY MEDICINE POLITICAL ACTION COMMITTEE / AME,C00576173,47500.0,19
S0KS00315,"MARSHALL, ROGER W",NATIONAL SORGHUM PRODUCERS POLITICAL ACTION COMMITTEE,C00576173,47500.0,19
S0KS00315,"MARSHALL, ROGER W",NOVARTIS CORPORATION POLITICAL ACTION COMMITTEE,C00576173,47500.0,19
S0KS00315,"MARSHALL, ROGER W",ONE TEAM SENATE MAJORITY,C00576173,38916.37,38
S0KS00315,"MARSHALL, ROGER W",OWNER OPERATOR INDEPENDENT DRIVERS ASSOCIATION PAC,C00576173,38000.0,19
S0KS00315,"MARSHALL, ROGER W",RGA REINSURANCE COMPANY FEDERAL PAC,C00576173,57000.0,19
S0KS00315,"MARSHALL, ROGER W",SENATE CONSERVATIVES FUND,C00576173,46702.0,19
S0KS00315,"MARSHALL, ROGER W",SOUTHWEST AIRLINES PILOTS' ASSOCIATION POLITICAL ACTION COMM,C00576173,47500.0,19
S0KS00315,"MARSHALL, ROGER W",TEAM MARSHALL II,C00576173,1082930.08,38
S0KS00315,"MARSHALL, ROGER W",THE WENDYS COMPANY POLITICAL ACTION COMMITTEE,C00576173,47500.0,19
S0KS00315,"MARSHALL, ROGER W",TRANSCANADA USA SERVICES INC. PAC (TC PAC),C00576173,38000.0,19
S0KS00315,"MARSHALL, ROGER W",WINRED,C00576173,21867.67,114
S0KY00156,"PAUL, RAND",CHAIN BRIDGE BANK,C00496075,414.04,11
S0KY00156,"PAUL, RAND",FIDELITY BROKERAGE SERVICES LLC,C00496075,900199.19,11
S0KY00156,"PAUL, RAND",TEAM RAND,C00496075,691055.53,22
S0KY00156,"PAUL, RAND",WINRED,C00496075,48743.86,11
S0KY00420,"BOOKER, CHARLES",HOCKEYSTICK LLC,C00783274,2860.07,1
S0ME00111,"GIDEON, SARA","INFINEX INVESTMENTS, INC.",C00709899,43622.76,13
S0ME00111,"GIDEON, SARA",LIFE STORAGE,C00709899,397.8,1
S0ME00111,"GIDEON, SARA","OSAIC INSTITUTIONS, INC.",C00709899,-6058.480000000001,4
S0NJ00068,"BYRNE, BRENDAN THOMAS JR",CHARLES SCHWAB AND CO INC,C00347591,430305.48,10
S0NM00058,"LUJAN, BEN RAY",ACTBLUE,C00443689,648528.0,8702
S0NM00058,"LUJAN, BEN RAY",AMERICAN COLLEGE OF OB-GYNS PAC (OB-GYN PAC),C00443689,572500.0,229
S0NM00058,"LUJAN, BEN RAY",AMERICAN COLLEGE OF PHYSICIAN SERVICES INC PAC; AKA ACP SERVICES PAC,C00443689,229000.0,229
S0NM00058,"LUJAN, BEN RAY",AMERICAN COLLEGE OF RHEUMATOLOGY (RHEUMPAC),C00443689,572500.0,229
S0NM00058,"LUJAN, BEN RAY",AMERICAN MOBILIZATION PAC,C00443689,1145000.0,229
S0NM00058,"LUJAN, BEN RAY","AMERICAN SUGAR CANE LEAGUE OF USA, INC. PAC",C00443689,1145000.0,458
S0NM00058,"LUJAN, BEN RAY",AMERICANS FOR RESPONSIBLE INNOVATION LTD. POLITICAL ACTION COMMITTEE (ARI PAC),C00443689,229000.0,229
S0NM00058,"LUJAN, BEN RAY",ASSOCIATION FOR ACCESSIBLE MEDICINES POLITICAL ACTION COMMITTEE,C00443689,229000.0,229
S0NM00058,"LUJAN, BEN RAY",COMMITTEE ORGANIZED FOR THE TRADING OF COTTON PAC OF THE AMERICAN COTTON SHIPPERS ASSOCIAT,C00443689,458000.0,229
S0NM00058,"LUJAN, BEN RAY",DEFEND THE DREAM,C00443689,572500.0,229
S0NM00058,"LUJAN, BEN RAY",DOING RIGHT - RESULTS ACTION UNITY LEADERSHIP PAC,C00443689,2290000.0,458
S0NM00058,"LUJAN, BEN RAY",ENGINEERS POLITICAL EDUCATION COMMITTEE (EPEC)/INTERNATIONAL UNION OF OPERATING ENGINEERS,C00443689,1145000.0,229
S0NM00058,"LUJAN, BEN RAY",GROWTH ENERGY PAC,C00443689,1145000.0,229
S0NM00058,"LUJAN, BEN RAY",HMS SCRAP PAC,C00443689,1145000.0,229
S0NM00058,"LUJAN, BEN RAY",HOLLAND & KNIGHT COMMITTEE FOR EFFECTIVE GOVERNMENT,C00443689,229000.0,229
S0NM00058,"LUJAN, BEN RAY",LEADERSHIP OPPORTUNITY INNOVATION SERVICE PAC,C00443689,1145000.0,229
S0NM00058,"LUJAN, BEN RAY",LIFTOFF PAC,C00443689,572500.0,229
S0NM00058,"LUJAN, BEN RAY",LUJAN VICTORY FUND,C00443689,42365000.0,229
S0NM00058,"LUJAN, BEN RAY",M-PAC,C00443689,1145000.0,229
S0NM00058,"LUJAN, BEN RAY",MITTEN PAC,C00443689,1145000.0,229
S0NM00058,"LUJAN, BEN RAY",MOTOR CITY PAC,C00443689,1145000.0,229
S0NM00058,"LUJAN, BEN RAY",NATIONAL ACTIVE AND RETIRED FEDERAL EMPLOYEES ASSOCIATION POLITICAL ACTION COM (NARFE-PAC),C00443689,572500.0,229
S0NM00058,"LUJAN, BEN RAY",OCEANS PAC,C00443689,1145000.0,229
S0NM00058,"LUJAN, BEN RAY",PEOPLE'S VOICE PAC,C00443689,1145000.0,229
S0NM00058,"LUJAN, BEN RAY",SOUTHERN MINNESOTA BEET SUGAR COOPERATIVE POLITICAL ACTION COMMITTEE,C00443689,458000.0,229
S0NM00058,"LUJAN, BEN RAY",SUGAR CANE GROWERS COOPERATIVE OF FLORIDA (PAC),C00443689,229000.0,229
S0NY00410,"GILLIBRAND, KIRSTEN",ACTBLUE,C00413914,78455.0,833
S0NY00410,"GILLIBRAND, KIRSTEN",AMALGAMATED BANK,C00413914,61929.810000000005,34
S0NY00410,"GILLIBRAND, KIRSTEN",GILLIBRAND SENATE FUND,C00413914,170000.0,17
S0NY00410,"GILLIBRAND, KIRSTEN",NEW YORK MAJORITY FUND,C00413914,544000.0,17
S0NY00410,"GILLIBRAND, KIRSTEN",NEW YORK MAJORITY FUND - UNITEMIZED,C00413914,2550.0,17
S0SC00289,"HARRISON, JAIME",AMALGAMATED BANK,C00696153,12510.21,9
S0SC00289,"HARRISON, JAIME",NAMES IN THE NEWS CALIFORNIA INC,C00696153,6608.32,2
S0UT00165,"LEE, MIKE",AO SMITH CORPORATION PAC (AOSPAC),C00473827,877500.0,351
S0UT00165,"LEE, MIKE",CARRIER GLOBAL CORPORATION PAC,C00473827,351000.0,351
S0UT00165,"LEE, MIKE",COVINGTON AND BURLING LLP PAC,C00473827,1755000.0,351
S0UT00165,"LEE, MIKE",FIRST RESOURCE BANK,C00473827,901606.68,351
S0UT00165,"LEE, MIKE",JOHNSON CONTROLS INC. PAC,C00473827,351000.0,351
S0UT00165,"LEE, MIKE",WINRED,C00473827,4221652.5,16146
S0WY00137,"LUMMIS, CYNTHIA MARIE MRS.",2025 SENATORS CLASSIC COMMITTEE,C00443580,150280.9,11
S0WY00137,"LUMMIS, CYNTHIA MARIE MRS.",AMERICAN HOTEL AND LODGING ASSOCIATION PAC ('HOTELPAC'),C00443580,27500.0,11
S0WY00137,"LUMMIS, CYNTHIA MARIE MRS.",BLACK & VEATCH PAC (BLACK & VEATCH PAC),C00443580,11000.0,11
S0WY00137,"LUMMIS, CYNTHIA MARIE MRS.",BUILD PAC OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),C00443580,22000.0,11
S0WY00137,"LUMMIS, CYNTHIA MARIE MRS.",CHENEGA CORPORATION PAC,C00443580,27500.0,11
S0WY00137,"LUMMIS, CYNTHIA MARIE MRS.","CISCO SYSTEMS, INC. FEDERAL PAC, AKA CISCO SYSTEMS EPAC",C00443580,13750.0,11
S0WY00137,"LUMMIS, CYNTHIA MARIE MRS.","CME GROUP, INC. PAC",C00443580,16500.0,11
S0WY00137,"LUMMIS, CYNTHIA MARIE MRS.",CROWE PAC,C00443580,16500.0,11
S0WY00137,"LUMMIS, CYNTHIA MARIE MRS.",CTIA - THE WIRELESS ASSOCIATION PAC,C00443580,16500.0,11
S0WY00137,"LUMMIS, CYNTHIA MARIE MRS.",DELOITTE FEDERAL POLITICAL ACTION COMMITTEE,C00443580,55000.0,11
S0WY00137,"LUMMIS, CYNTHIA MARIE MRS.",ERNST & YOUNG PAC,C00443580,55000.0,11
S0WY00137,"LUMMIS, CYNTHIA MARIE MRS.",FUND FOR AMERICA'S FUTURE,C00443580,55000.0,11
S0WY00137,"LUMMIS, CYNTHIA MARIE MRS.",KPMG PARTNERS/PRINCIPALS AND EMPLOYEES PAC,C00443580,27500.0,11
S0WY00137,"LUMMIS, CYNTHIA MARIE MRS.",LUMMIS VICTORY COMMITTEE,C00443580,488388.45,22
S0WY00137,"LUMMIS, CYNTHIA MARIE MRS.",MICROSOFT CORPORATION STAKEHOLDERS VOLUNTARY PAC - MSVPAC,C00443580,27500.0,11
S0WY00137,"LUMMIS, CYNTHIA MARIE MRS.",MOLSON COORS BEVERAGE COMPANY USA LLC PAC,C00443580,11000.0,11
S0WY00137,"LUMMIS, CYNTHIA MARIE MRS.","MOTOROLA SOLUTIONS, INC. PAC",C00443580,16500.0,11
S0WY00137,"LUMMIS, CYNTHIA MARIE MRS.",PRICEWATERHOUSECOOPERS PAC I,C00443580,33000.0,22
S0WY00137,"LUMMIS, CYNTHIA MARIE MRS.",SENATE CONSERVATIVES FUND,C00443580,43633.26,66
S0WY00137,"LUMMIS, CYNTHIA MARIE MRS.","UNITED PARCEL SERVICE, INC. PAC (UPSPAC)",C00443580,16500.0,11
S0WY00137,"LUMMIS, CYNTHIA MARIE MRS.",VERIZON COMMUNICATIONS INC PAC,C00443580,33000.0,11
S0WY00137,"LUMMIS, CYNTHIA MARIE MRS.",WINRED,C00443580,112967.36,308
S0WY00137,"LUMMIS, CYNTHIA MARIE MRS.",WYOMING VICTORY COMMITTEE,C00443580,951595.37,22
S2AL00145,"BRITT, KATIE BOYD",150PAC.ORG,C00781443,97000.0,97
S2AL00145,"BRITT, KATIE BOYD",ADVANSIX INC. PAC,C00781443,194000.0,97
S2AL00145,"BRITT, KATIE BOYD",AMERICAN INVESTMENT COUNCIL PAC,C00781443,242500.0,97
S2AL00145,"BRITT, KATIE BOYD",AMERICAN OPTOMETRIC PAC,C00781443,291000.0,97
