candidate_id,candidate_name,contributor_name,committee_id,total_amount,num_contributions
H0AR01083,"CRAWFORD, ERIC ALAN RICK",NATIONAL TELECOMMUNICATIONS COOPERATIVE ASSOCIATION RURAL BR,C00462374,7500.0,3
H0AR01083,"CRAWFORD, ERIC ALAN RICK",NORFOLK SOUTHERN CORPORATION GOOD GOVERNMENT FUND,C00462374,6000.0,3
H0AR01083,"CRAWFORD, ERIC ALAN RICK",NORTH ARKANSAS CONSERVATIVE POLITICAL ACTION COMMITTEE,C00462374,3000.0,3
H0AR01083,"CRAWFORD, ERIC ALAN RICK",PARSONS CORPORATION POLITICAL ACTION COMMITTEE,C00462374,3000.0,3
H0AR01083,"CRAWFORD, ERIC ALAN RICK",PERATON CORP. POLITICAL ACTION COMMITTEE (A.K.A. 'PERATON PA,C00462374,7500.0,3
H0AR01083,"CRAWFORD, ERIC ALAN RICK",PET FOOD INSTITUTE PAC (PET PAC),C00462374,3000.0,3
H0AR01083,"CRAWFORD, ERIC ALAN RICK",PLAINS COTTON GROWERS INC. PAC,C00462374,7500.0,3
H0AR01083,"CRAWFORD, ERIC ALAN RICK",RAPTOR PAC,C00462374,15000.0,3
H0AR01083,"CRAWFORD, ERIC ALAN RICK",REPUBLICAN MAJORITY FUND,C00462374,15000.0,3
H0AR01083,"CRAWFORD, ERIC ALAN RICK",SSAB AMERICAS PAC  ENTERPRISES LLC,C00462374,3000.0,3
H0AR01083,"CRAWFORD, ERIC ALAN RICK",THE NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION PAC,C00462374,3000.0,3
H0AR01083,"CRAWFORD, ERIC ALAN RICK",UNITED PARCEL SERVICES PAC,C00462374,15000.0,3
H0AR01083,"CRAWFORD, ERIC ALAN RICK",UNITED STATES STEEL CORP. PAC,C00462374,3000.0,3
H0AR01083,"CRAWFORD, ERIC ALAN RICK",WESTERN PEANUT GROWERS ASSOCIATION INC. POLITICAL ACTION CO,C00462374,3000.0,3
H0AR03055,"WOMACK, STEPHEN A THE HON",AMERICAN HORTICULTURE INDUSTRY ASSOC - PAC (AMERICANHORT PAC),C00477745,7000.0,7
H0AR03055,"WOMACK, STEPHEN A THE HON",AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE PAC,C00477745,10500.0,7
H0AR03055,"WOMACK, STEPHEN A THE HON",AMERICAN SENIORS HOUSING ASSOCIATION (SENIORS HOUSING PAC),C00477745,10500.0,7
H0AR03055,"WOMACK, STEPHEN A THE HON",ARVEST BANK-MM,C00477745,16.59,7
H0AR03055,"WOMACK, STEPHEN A THE HON",ASSOCIATION OF AMERICAN RAILROADS PAC (RAILPAC),C00477745,7000.0,7
H0AR03055,"WOMACK, STEPHEN A THE HON",BAKEPAC - THE POLITICAL ACTION COMMITTEE OF THE INDEPENDENT BAKERS ASSOCIATION,C00477745,3500.0,7
H0AR03055,"WOMACK, STEPHEN A THE HON","BHFS-E, PC PAC (BROWNSTEIN HYATT FARBER SCHRECK PAC)",C00477745,7000.0,7
H0AR03055,"WOMACK, STEPHEN A THE HON",CONAGRA BRANDS INC. GOOD GOVERNMENT ASSOCIATION,C00477745,17500.0,7
H0AR03055,"WOMACK, STEPHEN A THE HON",CONSERVATIVE OPPORTUNITY LEADERSHIP AND ENTERPRISE PAC (COLE PAC),C00477745,35000.0,7
H0AR03055,"WOMACK, STEPHEN A THE HON",CSX CORPORATION GOOD GOVERNMENT FUND,C00477745,14000.0,7
H0AR03055,"WOMACK, STEPHEN A THE HON",DELL TECHNOLOGIES PAC,C00477745,14000.0,7
H0AR03055,"WOMACK, STEPHEN A THE HON",FARM CREDIT COUNCIL POLITICAL ACTION COMMITTEE,C00477745,17500.0,7
H0AR03055,"WOMACK, STEPHEN A THE HON",FEDEX CORPORATION PAC,C00477745,10500.0,7
H0AR03055,"WOMACK, STEPHEN A THE HON",FIRST WESTERN BANK-MM,C00477745,12519.29,14
H0AR03055,"WOMACK, STEPHEN A THE HON",FRELINGHUYSEN FOR CONGRESS,C00477745,14000.0,7
H0AR03055,"WOMACK, STEPHEN A THE HON",FRIENDS OF DAVE JOYCE,C00477745,14000.0,7
H0AR03055,"WOMACK, STEPHEN A THE HON",GE AEROSPACE PAC (GEPAC),C00477745,7000.0,7
H0AR03055,"WOMACK, STEPHEN A THE HON",GENERATIONS BANK,C00477745,41639.920000000006,7
H0AR03055,"WOMACK, STEPHEN A THE HON","GREENBERG TRAURIG, P.A. PAC",C00477745,17500.0,7
H0AR03055,"WOMACK, STEPHEN A THE HON",H&R BLOCK INC. PAC (BLOCKPAC),C00477745,10500.0,7
H0AR03055,"WOMACK, STEPHEN A THE HON",HUNTINGTON INGALLS INDUSTRIES PAC (HIIPAC),C00477745,7000.0,7
H0AR03055,"WOMACK, STEPHEN A THE HON",INTERNATIONAL FRANCHISE ASSOCIATION FRANCHISING PAC INC,C00477745,7000.0,7
H0AR03055,"WOMACK, STEPHEN A THE HON",JPMORGAN CHASE & CO. FEDERAL POLITICAL ACTION COMMITTEE,C00477745,14000.0,7
H0AR03055,"WOMACK, STEPHEN A THE HON",KOCH INDUSTRIES INC POLITICAL ACTION COMMITTEE (KOCHPAC),C00477745,7000.0,7
H0AR03055,"WOMACK, STEPHEN A THE HON",MCDONALDS CORPORATION PAC,C00477745,7000.0,7
H0AR03055,"WOMACK, STEPHEN A THE HON",MEAT INSTITUTE POLITICAL ACTION COMMITTEE ('MEAT PAC'),C00477745,7000.0,7
H0AR03055,"WOMACK, STEPHEN A THE HON",MORGAN STANLEY PAC,C00477745,14000.0,7
H0AR03055,"WOMACK, STEPHEN A THE HON",NATIONAL CATTLEMEN'S BEEF ASSOCIATION PAC (NCBA-PAC),C00477745,7000.0,7
H0AR03055,"WOMACK, STEPHEN A THE HON",NATIONAL PORK PRODUCERS COUNCIL-PORK PAC,C00477745,10500.0,7
H0AR03055,"WOMACK, STEPHEN A THE HON",NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND,C00477745,7000.0,7
H0AR03055,"WOMACK, STEPHEN A THE HON",NATIONAL SHOOTING SPORTS FOUNDATION INC PAC,C00477745,17500.0,7
H0AR03055,"WOMACK, STEPHEN A THE HON",NORFOLK SOUTHERN CORPORATION GOOD GOVERNMENT FUND,C00477745,14000.0,7
H0AR03055,"WOMACK, STEPHEN A THE HON",PERATON CORP. PAC (A.K.A. 'PERATON PAC'),C00477745,7000.0,7
H0AR03055,"WOMACK, STEPHEN A THE HON",ROCKET LAB CORPORATION PAC (ROCKET LAB PAC),C00477745,10500.0,7
H0AR03055,"WOMACK, STEPHEN A THE HON",SEAL PAC SUPPORTING ELECTING AMERICAN LEADERS PAC,C00477745,7000.0,7
H0AR03055,"WOMACK, STEPHEN A THE HON",SIERRA NEVADA CORPORATION PAC,C00477745,7000.0,7
H0AR03055,"WOMACK, STEPHEN A THE HON",SIGNATURE BANK OF ARKANSAS-MM,C00477745,25115.3,28
H0AR03055,"WOMACK, STEPHEN A THE HON",SOUTHWEST AIRLINES CO. PAC (SWAPAC),C00477745,14000.0,7
H0AR03055,"WOMACK, STEPHEN A THE HON",TEXANS FOR JODEY ARRINGTON,C00477745,14000.0,7
H0AR03055,"WOMACK, STEPHEN A THE HON",THE BANK OF NEW YORK MELLON CORP-FEDERAL PAC,C00477745,17500.0,7
H0AR03055,"WOMACK, STEPHEN A THE HON","THE GOLDMAN SACHS GROUP, INC. PAC",C00477745,14000.0,7
H0AR03055,"WOMACK, STEPHEN A THE HON","TURBINEONE, INC. PAC (T1PAC)",C00477745,24500.0,7
H0AR03055,"WOMACK, STEPHEN A THE HON",TYSON FOODS INC. POLITICAL ACTION COMMITTEE (TYPAC),C00477745,17500.0,7
H0AR03055,"WOMACK, STEPHEN A THE HON",UNION PACIFIC CORP. FUND FOR EFFECTIVE GOVERNMENT,C00477745,14000.0,7
H0AR03055,"WOMACK, STEPHEN A THE HON",UPSPAC,C00477745,17500.0,7
H0AR03055,"WOMACK, STEPHEN A THE HON",WAYNE FARMS LLC PAC,C00477745,7000.0,7
H0AR03055,"WOMACK, STEPHEN A THE HON",WINRED,C00477745,14242.55,21
H0AR03055,"WOMACK, STEPHEN A THE HON",WSP USA INC. PAC,C00477745,10500.0,7
H0AZ01259,"GOSAR, PAUL DR.",ANTI-WOKE FUND,C00461806,9000.0,3
H0AZ01259,"GOSAR, PAUL DR.","ASSOCIATED BUILDERS AND CONTRACTORS, PAC",C00461806,15000.0,3
H0AZ01259,"GOSAR, PAUL DR.",HOUSE FREEDOM FUND,C00461806,42090.0,6
H0AZ01259,"GOSAR, PAUL DR.",LETS GET TO WORK PAC,C00461806,21000.0,6
H0AZ01259,"GOSAR, PAUL DR.",WINRED,C00461806,336375.81,81
H0CA03078,"BERA, AMERISH",314 ACTION FUND,C00461061,7000.0,7
H0CA03078,"BERA, AMERISH",ABBOTT LABORATORIES EMPLOYEE POLITICAL ACTION COMMITTEE,C00461061,35000.0,7
H0CA03078,"BERA, AMERISH",ACTBLUE,C00461061,123060.0,280
H0CA03078,"BERA, AMERISH",AMERICAN ACADEMY OF OPHTHALMOLOGY INC POLITICAL COMMITTEE (OPHTHPAC),C00461061,28000.0,7
H0CA03078,"BERA, AMERISH",AMERICAN ASSOCIATION OF NEUROLOGICAL SURGEONS POLITICAL ACTION COMMITTEE (NEUROSURGERYPAC),C00461061,35000.0,7
H0CA03078,"BERA, AMERISH",AMERICAN HOTEL AND LODGING ASSOCIATION POLITICAL ACTION COMMITTEE ('HOTELPAC'),C00461061,35000.0,7
H0CA03078,"BERA, AMERISH",AMERICAN MEDICAL ASSOCIATION POLITICAL ACTION COMMITTEE,C00461061,7000.0,7
H0CA03078,"BERA, AMERISH",AMERICAN PSYCHIATRIC ASSOCIATION POLITICAL ACTION COMMITTEE,C00461061,17500.0,7
H0CA03078,"BERA, AMERISH",AT&T INC./WARNERMEDIA LLC FEDERAL POLITICAL ACTION COMMITTEE (AT&T/WARNERMEDIA FEDERAL PAC,C00461061,14000.0,7
H0CA03078,"BERA, AMERISH","CARGILL, INCORPORATED POLITICAL ACTION COMMITTEE",C00461061,7000.0,7
H0CA03078,"BERA, AMERISH",DEMOCRATS VOTE,C00461061,35000.0,7
H0CA03078,"BERA, AMERISH",FAIR SHOT PAC,C00461061,14000.0,7
H0CA03078,"BERA, AMERISH",GAP INC. POLITICAL ACTION COMMITTEE,C00461061,7000.0,7
H0CA03078,"BERA, AMERISH",GE HEALTHCARE TECHNOLOGIES INC. PAC,C00461061,7000.0,7
H0CA03078,"BERA, AMERISH",HILTON WORLDWIDE POLITICAL ACTION COMMITTEE,C00461061,7000.0,7
H0CA03078,"BERA, AMERISH",JEFFRIES FOR CONGRESS,C00461061,14000.0,7
H0CA03078,"BERA, AMERISH","JOBS, EDUCATION, & FAMILIES FIRST  JEFF PAC",C00461061,35000.0,7
H0CA03078,"BERA, AMERISH","MARRIOTT INTERNATIONAL, INC. POLITICAL ACTION COMMITTEE",C00461061,7000.0,7
H0CA03078,"BERA, AMERISH",NEW DEMOCRAT COALITION ACTION FUND,C00461061,14000.0,7
H0CA03078,"BERA, AMERISH",NOVOCURE INC. PAC (A.K.A. NOVOCURE PAC),C00461061,7000.0,7
H0CA03078,"BERA, AMERISH",PETE AGUILAR FOR CONGRESS,C00461061,28000.0,14
H0CA03078,"BERA, AMERISH",SERVING OUR COUNTRY (SOC) PAC,C00461061,14000.0,7
H0CA03078,"BERA, AMERISH",SOCIETY FOR VASCULAR SURGERY POLITICAL ACTION COMMITTEE,C00461061,17500.0,7
H0CA03078,"BERA, AMERISH",SOCIETY OF THORACIC SURGEONS POLITICAL ACTION COMMITTEE,C00461061,3500.0,7
H0CA03078,"BERA, AMERISH",SOUTHERN COMPANY EMPLOYEES PAC,C00461061,17500.0,7
H0CA03078,"BERA, AMERISH",TED LIEU FOR CONGRESS,C00461061,7000.0,7
H0CA03078,"BERA, AMERISH",U.S. TRAVEL ASSOCIATION POLITICAL ACTION COMMITTEE,C00461061,7000.0,7
H0CA03078,"BERA, AMERISH",WALGREEN CO. PAC,C00461061,7000.0,7
H0CA06170,"BISH, CHRISTINE S","BISH, CHRISTINE",C00721548,39785.55,13
H0CA06170,"BISH, CHRISTINE S","PHONEBURNER, INC",C00721548,967.5,1
H0CA08135,"OBERNOLTE, JAY",AMEREN CORPORATION FEDERAL POLITICAL ACTION COMMITTEE (AMEREN FEDPAC),C00720078,6000.0,6
H0CA08135,"OBERNOLTE, JAY",AMERICAN ACADEMY OF NEUROLOGY BRAINPAC,C00720078,6000.0,6
H0CA08135,"OBERNOLTE, JAY",AMERICAN ACADEMY OF OPHTHALMOLOGY INC POLITICAL COMMITTEE (OPHTHPAC),C00720078,6000.0,6
H0CA08135,"OBERNOLTE, JAY",AMERICAN ASSOCIATION OF ORAL & MAXILLOFACIAL SURGEONS POLITICAL ACTION COMMITTEE,C00720078,6000.0,6
H0CA08135,"OBERNOLTE, JAY",AMERICAN CABLE ASSOCIATION INC PAC (ACA PAC),C00720078,6000.0,6
